timestamp,pitch,yaw,roll,lat,lon,alt,velocity_x,velocity_y,velocity_z,battery,heading,airspeed,groundspeed
0,0.005904690362513065,0.02627309039235115,0.030185330659151077,36.7156066,3.18463,17.54,-0.02,0.02,-0.02,96,1,0.04511545971035957,0.03904447332024574
1,-0.08317825198173523,0.025839870795607567,0.06851796805858612,36.7156079,3.1846324,17.59,0.35,0.54,-0.01,95,1,0.6522923707962036,0.6521644592285156
2,-0.14885543286800385,1.3674160242080688,-0.07226549088954926,36.7156207,3.1846549,17.56,1.59,2.21,-0.01,95,78,2.7336113452911377,2.733550786972046
3,-0.11258358508348465,0.9291958808898926,0.022565817460417747,36.7156516,3.1847075,17.59,2.09,2.87,-0.02,95,53,3.5583176612854004,3.558232545852661
4,0.19940081238746643,0.911198616027832,-0.03943432494997978,36.7156767,3.1847493,17.6,1.17,1.52,0.0,94,52,1.9267855882644653,1.9267853498458862
5,0.09658859670162201,-0.34390223026275635,-0.2629114091396332,36.7156715,3.1847365,17.6,-1.78,-2.59,-0.03,94,340,3.154325485229492,3.1541080474853516
6,-0.15924182534217834,-1.8693610429763794,-0.025322627276182175,36.7156426,3.1846842,17.63,-2.33,-3.3,0.0,93,252,4.046170711517334,4.04616641998291
7,-0.057189568877220154,-1.8894855976104736,0.11780114471912384,36.715611,3.1846191,17.61,-1.26,-3.15,0.01,93,251,3.3969714641571045,3.3969216346740723
8,-0.293621689081192,-0.7908562421798706,0.18135231733322144,36.7156156,3.1845696,17.6,2.26,-2.79,0.0,93,314,3.5989089012145996,3.598905324935913
9,-0.5044136643409729,-0.6116118431091309,-0.01512617152184248,36.7156703,3.184515,17.6,5.63,-3.9,0.0,92,324,6.855717658996582,6.855713367462158
10,-0.48443281650543213,-0.6135241985321045,0.010374548844993114,36.7157777,3.1844226,17.61,7.66,-5.29,0.0,92,324,9.316485404968262,9.31648063659668
11,-0.46788495779037476,-0.619215190410614,-0.027625853195786476,36.7158841,3.1843298,17.63,7.9,-5.57,0.0,91,324,9.673014640808105,9.673014640808105
12,-0.1972196251153946,-0.6213082075119019,0.022170180454850197,36.7160014,3.1842265,17.68,6.52,-4.62,0.01,91,324,8.415528297424316,8.41552734375
13,0.06039400398731232,-0.7377817630767822,-0.15652018785476685,36.7160713,3.1841623,17.67,3.43,-3.11,-0.02,91,317,4.634510040283203,4.6344380378723145
14,-0.2605699598789215,-1.8996440172195435,-0.1764899343252182,36.7160888,3.1841121,18.09,-0.93,-3.3,-0.53,90,251,3.479717493057251,3.4387047290802
15,-0.5063952207565308,-2.1814990043640137,0.01143420860171318,36.7160444,3.1840241,19.73,-4.23,-5.97,-1.24,90,235,7.430576801300049,7.325689792633057
16,-0.46491992473602295,-2.1656606197357178,0.033980343490839005,36.7159781,3.1839062,21.93,-5.37,-7.76,-1.58,89,235,9.57303237915039,9.441636085510254
17,-0.4683181047439575,-2.165823221206665,-0.023265041410923004,36.7158904,3.1837474,24.81,-5.56,-8.13,-1.57,89,235,9.981801986694336,9.856358528137207
18,-0.4802826941013336,-2.165570020675659,0.025492634624242783,36.7158151,3.1836082,27.26,-5.53,-8.21,-1.58,88,235,10.034982681274414,9.908659934997559
19,-0.4286022484302521,-2.1648571491241455,0.0292628426104784,36.71574,3.183469,29.74,-5.52,-8.24,-1.59,88,235,10.048529624938965,9.9203519821167
20,-0.4849541485309601,-2.1622188091278076,-0.018027670681476593,36.7156531,3.1833064,32.64,-5.49,-8.26,-1.6,87,236,10.057241439819336,9.928937911987305
21,-0.4857332110404968,-2.164654016494751,0.03671640157699585,36.7155783,3.183167,35.13,-5.54,-8.27,-1.6,87,235,10.087281227111816,9.958348274230957
22,-0.4443052113056183,-2.1646673679351807,-0.021434107795357704,36.715491,3.1830038,38.04,-5.5,-8.27,-1.61,87,235,10.069769859313965,9.939170837402344
23,-0.49540895223617554,-2.1647467613220215,0.005792657844722271,36.7154164,3.1828643,40.53,-5.5,-8.29,-1.62,86,235,10.082565307617188,9.95095157623291
24,-0.44801729917526245,-2.1639018058776855,0.039717212319374084,36.7153416,3.1827244,43.03,-5.51,-8.3,-1.63,86,236,10.104205131530762,9.970857620239258
25,-0.46969935297966003,-2.1662538051605225,-0.024090800434350967,36.7152546,3.1825618,45.95,-5.55,-8.31,-1.63,85,235,10.131916999816895,9.998618125915527
26,-0.4893045127391815,-2.1660940647125244,0.023383256047964096,36.7151796,3.1824215,48.46,-5.51,-8.29,-1.63,85,235,10.095724105834961,9.962164878845215
27,-0.42877814173698425,-2.1635830402374268,-0.019896158948540688,36.7150925,3.1822581,51.38,-5.52,-8.29,-1.64,84,236,10.09963607788086,9.965326309204102
28,-0.3906787931919098,-2.164731979370117,-0.022767506539821625,36.7150182,3.1821197,53.87,-5.31,-7.89,-1.57,84,235,9.642497062683105,9.513532638549805
29,-0.057831693440675735,-2.1672732830047607,0.009782856330275536,36.7149541,3.182001,56.02,-3.96,-5.91,-1.14,84,235,7.212970733642578,7.121105670928955
30,-0.11732983589172363,-2.1418235301971436,-0.0018643963849171996,36.7149057,3.1819084,57.34,-2.37,-3.81,-0.36,83,237,4.514730930328369,4.499629974365234
