timestamp,pitch,yaw,roll,lat,lon,alt,velocity_x,velocity_y,velocity_z,battery,heading,airspeed,groundspeed
0,0.011015557684004307,0.036900606006383896,-0.020997626706957817,36.7156066,3.18463,26.16,-0.02,0.02,0.04,96,2,0.056763119995594025,0.0352582149207592
1,-0.07391253113746643,0.03075643628835678,0.11015692353248596,36.715608,3.1846318,26.14,0.37,0.44,-0.01,95,1,0.5815223455429077,0.5813552737236023
2,-0.25673386454582214,1.0696853399276733,-0.03209809958934784,36.7156265,3.1846555,26.1,2.12,2.21,-0.05,95,61,3.072626829147339,3.0722057819366455
3,-0.18032565712928772,0.8293777704238892,-0.040446098893880844,36.7156625,3.1847023,26.16,3.06,3.14,-0.06,95,47,4.393726348876953,4.393211841583252
4,-0.10972845554351807,0.7930588722229004,0.01775750145316124,36.7157051,3.1847561,26.21,3.03,3.05,-0.04,94,45,4.306210041046143,4.305945873260498
5,0.30369529128074646,0.4984731376171112,-0.1355082243680954,36.7157384,3.1847946,26.23,0.45,0.07,0.0,94,28,0.45731720328330994,0.4573022723197937
6,-0.0921281948685646,-1.2027028799057007,-0.19214101135730743,36.7157255,3.1847665,26.26,-2.05,-2.96,-0.04,93,291,3.6067020893096924,3.6064276695251465
7,-0.15445716679096222,-2.433931827545166,0.029660740867257118,36.7156949,3.1847116,26.28,-2.28,-3.3,0.0,93,220,4.016011714935303,4.016005039215088
8,-0.014963196590542793,-1.8733919858932495,0.13866746425628662,36.7156662,3.1846472,26.26,-0.81,-3.03,0.01,93,252,3.144700288772583,3.1446642875671387
9,-0.33883631229400635,-0.6918843984603882,0.14058053493499756,36.7156794,3.1845992,26.25,2.96,-2.86,0.0,92,320,4.123928546905518,4.123927116394043
10,-0.48500072956085205,-0.606268048286438,-0.029350673779845238,36.7157415,3.1845415,26.25,6.04,-4.22,0.01,92,325,7.375927448272705,7.375920295715332
11,-0.49701517820358276,-0.6171148419380188,0.03570777550339699,36.7158529,3.1844451,26.27,7.77,-5.41,0.0,91,324,9.47375202178955,9.473750114440918
12,-0.4207767844200134,-0.6190580725669861,-0.010018822737038136,36.7159597,3.1843517,26.29,7.84,-5.54,0.0,91,324,9.610649108886719,9.610649108886719
13,-0.1593807488679886,-0.6220656633377075,0.023465396836400032,36.7160736,3.1842514,26.34,6.13,-4.36,0.03,91,324,7.524360656738281,7.524278163909912
14,0.08628445118665695,-0.8360134363174438,-0.20955312252044678,36.7161363,3.1841913,26.35,2.73,-3.01,-0.07,90,312,4.067194938659668,4.066436290740967
15,-0.3267935812473297,-2.1184327602386475,-0.0974414274096489,36.7161395,3.1841299,27.08,-2.21,-3.91,-0.75,90,238,4.558716773986816,4.495979309082031
16,-0.4999261498451233,-2.1739323139190674,-0.016128964722156525,36.7160919,3.1840448,28.71,-4.48,-6.42,-1.33,89,235,7.952142238616943,7.840027332305908
17,-0.43829014897346497,-2.162257432937622,0.022346312180161476,36.7160106,3.1838989,31.41,-5.48,-7.97,-1.6,89,236,9.811393737792969,9.679051399230957
18,-0.4451507329940796,-2.1648361682891846,-0.02509136125445366,36.7159352,3.1837613,33.87,-5.53,-8.13,-1.57,88,235,9.964860916137695,9.839646339416504
19,-0.4897536337375641,-2.1633782386779785,0.0006752628250978887,36.7158601,3.1836222,36.34,-5.53,-8.21,-1.57,88,236,10.029033660888672,9.904296875
20,-0.4266984164714813,-2.164066791534424,0.00511144008487463,36.715773,3.1834603,39.23,-5.55,-8.27,-1.58,87,236,10.091777801513672,9.966132164001465
21,-0.45469826459884644,-2.163656711578369,-0.04015359282493591,36.715698,3.1833207,41.71,-5.53,-8.26,-1.59,87,236,10.07538890838623,9.9478178024292
22,-0.4485282599925995,-2.163506031036377,0.037409983575344086,36.7156107,3.1831576,44.62,-5.5,-8.28,-1.61,87,236,10.08047866821289,9.950420379638672
23,-0.43240392208099365,-2.1630280017852783,0.02918454259634018,36.7155486,3.1830413,46.7,-5.5,-8.27,-1.61,86,236,10.073884010314941,9.943344116210938
