timestamp,pitch,yaw,roll,lat,lon,alt,velocity_x,velocity_y,velocity_z,battery,heading,airspeed,groundspeed
0,0.02311260625720024,-0.05196847394108772,-0.015359210781753063,36.7156066,3.1846301,29.23,-0.01,0.01,-0.1,96,357,0.10856633633375168,0.027147697284817696
1,-0.04518827050924301,-0.04373348876833916,0.11605773866176605,36.7156082,3.1846326,29.13,0.38,0.55,-0.06,95,357,0.6789953112602234,0.6759887933731079
2,-0.25267642736434937,1.3850973844528198,-0.11986525356769562,36.7156215,3.1846545,29.18,1.72,2.25,-0.08,95,79,2.846874475479126,2.845550298690796
3,-0.21784968674182892,0.8806343078613281,-0.033096812665462494,36.7156589,3.1847146,29.18,2.81,3.6,-0.03,94,50,4.572760105133057,4.572653293609619
4,-0.11793012917041779,0.8878921866416931,0.036102116107940674,36.715698,3.184776,29.19,2.78,3.53,-0.02,94,50,4.501453876495361,4.501401901245117
5,0.3004516661167145,0.8590551018714905,-0.04424922913312912,36.7157273,3.184821,29.19,1.03,1.19,-0.02,94,49,1.5850285291671753,1.584767460823059
6,0.010394236072897911,-0.6755920052528381,-0.22369933128356934,36.7157176,3.1847998,29.22,-1.92,-2.77,0.03,93,321,3.377018451690674,3.3768622875213623
7,-0.1622227281332016,-2.2102975845336914,-8.822068775771186e-05,36.7156884,3.1847472,29.22,-2.31,-3.27,-0.07,93,233,4.006947994232178,4.00616455078125
8,-0.026661008596420288,-1.8905267715454102,0.11585294455289841,36.715658,3.184683,29.21,-1.11,-3.08,0.04,93,251,3.284874200820923,3.2845592498779297
9,-0.33656054735183716,-0.7590533494949341,0.1732126623392105,36.7156653,3.1846342,29.19,2.46,-2.79,0.0,92,316,3.7284023761749268,3.7284023761749268
10,-0.4642708897590637,-0.6097869277000427,-0.018024997785687447,36.7157215,3.184579,29.19,5.71,-3.98,0.0,92,325,6.9695353507995605,6.96953010559082
11,-0.5279287099838257,-0.6165571808815002,0.021948253735899925,36.7158295,3.1844852,29.21,7.67,-5.32,0.0,91,324,9.336358070373535,9.336357116699219
12,-0.4312051236629486,-0.6212831139564514,0.012097584083676338,36.7159357,3.1843921,29.22,7.88,-5.56,0.0,91,324,9.655303955078125,9.655303955078125
13,-0.2238406091928482,-0.6238996982574463,-0.0047731101512908936,36.7160513,3.1842896,29.26,6.4,-4.56,0.01,91,324,7.862208366394043,7.862199306488037
14,0.03402905911207199,-0.6972041130065918,-0.08022303879261017,36.7161106,3.1842353,29.25,3.86,-3.24,0.0,90,320,5.052644729614258,5.052643775939941
15,-0.3531460762023926,-2.0792744159698486,-0.0982530266046524,36.7161295,3.1841659,29.9,-1.81,-3.68,-0.68,90,240,4.159007549285889,4.102006435394287
16,-0.43878430128097534,-2.1783552169799805,-0.003549888264387846,36.7160859,3.1840852,31.43,-4.34,-6.12,-1.28,89,235,7.6181817054748535,7.509355545043945
17,-0.4874722361564636,-2.165071964263916,-0.02764764055609703,36.7160184,3.1839653,33.67,-5.41,-7.8,-1.58,89,235,9.632691383361816,9.50198745727539
18,-0.4491097629070282,-2.1662113666534424,0.04270803928375244,36.7159306,3.1838064,36.55,-5.54,-8.13,-1.58,88,235,9.969868659973145,9.843343734741211
19,-0.42446696758270264,-2.1642532348632812,-0.012059861794114113,36.7158553,3.1836672,39.0,-5.53,-8.22,-1.58,88,236,10.040785789489746,9.914424896240234
20,-0.49134543538093567,-2.1655988693237305,0.021619776263833046,36.7157682,3.1835052,41.88,-5.52,-8.29,-1.6,87,235,10.089964866638184,9.961908340454102
21,-0.44356536865234375,-2.165639638900757,0.04060950502753258,36.7156932,3.1833653,44.37,-5.53,-8.26,-1.61,87,235,10.081910133361816,9.951993942260742
22,-0.42306333780288696,-2.1646716594696045,-0.00788880605250597,36.7156184,3.1832254,46.86,-5.5,-8.27,-1.61,87,235,10.067597389221191,9.936424255371094
23,-0.4904884099960327,-2.1656241416931152,0.014468680135905743,36.7155314,3.1830628,49.76,-5.5,-8.27,-1.63,86,235,10.073073387145996,9.940208435058594
24,-0.444148987531662,-2.165578603744507,0.03677326813340187,36.7154567,3.1829233,52.27,-5.5,-8.29,-1.63,86,235,10.08806324005127,9.954347610473633
25,-0.4652945101261139,-2.1645772457122803,-0.0305319856852293,36.7153696,3.1827598,55.19,-5.5,-8.3,-1.62,85,235,10.095660209655762,9.9632568359375
26,-0.4973160922527313,-2.163600206375122,0.0017595741664990783,36.715295,3.1826201,57.69,-5.53,-8.28,-1.63,85,236,10.097811698913574,9.964766502380371
27,-0.42261168360710144,-2.1647284030914307,0.0026103979907929897,36.7152075,3.182457,60.61,-5.52,-8.29,-1.64,84,235,10.099878311157227,9.964826583862305
28,-0.4567747116088867,-2.163684606552124,-0.021839426830410957,36.7151328,3.182317,63.13,-5.5,-8.28,-1.63,84,236,10.082685470581055,9.9495849609375
29,-0.3912016451358795,-2.1651551723480225,0.008827241137623787,36.7150592,3.1821795,65.6,-5.27,-7.83,-1.56,83,235,9.572403907775879,9.444377899169922
30,-0.0604545921087265,-2.1670165061950684,-0.010001285932958126,36.7149873,3.1820467,67.98,-3.58,-5.35,-0.98,83,235,6.516103267669678,6.441437244415283
31,-0.13208812475204468,-2.1331534385681152,0.025492822751402855,36.7149487,3.1819717,68.96,-2.28,-3.77,-0.34,83,237,4.4248199462890625,4.411562919616699
32,-0.13799013197422028,-2.088543653488159,-0.01648668572306633,36.7149154,3.1818995,69.18,-1.99,-3.66,-0.01,82,240,4.177743911743164,4.177724361419678
33,-0.09722080081701279,-2.088345527648926,0.026646867394447327,36.7148885,3.1818386,69.17,-1.92,-3.54,-0.02,82,240,4.035192966461182,4.0350847244262695
34,0.07276102155447006,-2.152315855026245,-0.05289483815431595,36.7148664,3.1817901,68.93,-1.31,-2.09,0.49,82,236,2.5235543251037598,2.473567485809326
35,-0.0006973280105739832,-2.480034589767456,0.012856374494731426,36.7148478,3.1817637,66.82,-1.05,-0.85,1.49,81,217,2.023956060409546,1.3617256879806519
36,-0.03917212039232254,-2.468550205230713,-0.02130277082324028,36.7148337,3.1817506,64.56,-1.04,-0.81,1.42,81,218,1.9480043649673462,1.3239132165908813
37,-0.01202732790261507,-2.469082832336426,0.01580343395471573,36.7148171,3.1817346,61.95,-1.05,-0.86,1.44,80,218,1.9872736930847168,1.3630567789077759
38,-0.06246720626950264,-2.4696385860443115,-0.009985222481191158,36.7148027,3.1817201,59.7,-1.07,-0.88,1.44,80,218,2.0089869499206543,1.3927992582321167
39,-0.019699787721037865,-2.469006061553955,0.0259954035282135,36.7147881,3.1817055,57.46,-1.07,-0.87,1.45,80,218,2.0093798637390137,1.3854949474334717
40,-0.060792576521635056,-2.4695708751678467,0.01663113944232464,36.7147711,3.1816885,54.85,-1.06,-0.88,1.46,79,218,2.0202231407165527,1.3890951871871948
41,-0.008494100533425808,-2.4691121578216553,0.003677787957713008,36.7147566,3.1816738,52.6,-1.06,-0.88,1.46,79,218,2.02087664604187,1.388047456741333
42,-0.036229025572538376,-2.469775438308716,0.027379626408219337,36.7147396,3.1816566,49.99,-1.06,-0.89,1.47,79,218,2.0301883220672607,1.392837405204773
43,-0.023926720023155212,-2.4696390628814697,-0.026551460847258568,36.7147249,3.1816419,47.74,-1.07,-0.87,1.47,78,218,2.0293049812316895,1.3891464471817017
