timestamp,pitch,yaw,roll,lat,lon,alt,velocity_x,velocity_y,velocity_z,battery,heading,airspeed,groundspeed
0,-0.0299002043902874,0.03433000296354294,0.0036303221713751554,36.7156066,3.18463,25.08,-0.01,0.01,-0.03,96,1,0.044836971908807755,0.024235397577285767
1,-0.0958670824766159,0.08700482547283173,0.077322818338871,36.7156087,3.1846333,25.16,0.49,0.7,-0.03,95,4,0.8625537753105164,0.8619341850280762
2,-0.23230230808258057,1.3309638500213623,-0.07757828384637833,36.7156251,3.1846604,25.14,2.02,2.72,-0.04,95,76,3.3973758220672607,3.397139310836792
3,-0.2453942894935608,0.915542483329773,-0.015623046085238457,36.7156593,3.1847176,25.17,2.89,3.84,-0.04,95,52,4.812961578369141,4.812756061553955
4,-0.043727632611989975,0.9184436202049255,-0.017206327989697456,36.715706,3.1847936,25.18,2.74,3.56,-0.02,94,52,4.493218421936035,4.493161201477051
5,0.30823853611946106,0.854107677936554,-0.010800163261592388,36.7157322,3.1848345,25.18,0.58,0.64,0.0,94,48,0.8757482171058655,0.8757033944129944
6,0.03418450430035591,-0.5761002898216248,-0.250630646944046,36.7157215,3.1848133,25.19,-1.91,-2.75,-0.04,93,327,3.357959032058716,3.3576149940490723
7,-0.11404839903116226,-2.3237249851226807,0.04987023025751114,36.715687,3.1847506,25.22,-2.24,-3.24,0.0,93,226,3.9496850967407227,3.949674606323242
8,-0.0435306578874588,-1.8872750997543335,0.11127173900604248,36.7156618,3.1846956,25.2,-1.16,-3.06,0.01,93,251,3.2827959060668945,3.2827510833740234
9,-0.3340807259082794,-0.6802487969398499,0.08662205189466476,36.7156738,3.1846392,25.19,2.98,-2.88,0.0,92,321,4.150074005126953,4.150073528289795
10,-0.520673930644989,-0.6080612540245056,0.010808922350406647,36.7157363,3.1845811,25.19,6.04,-4.25,0.0,92,325,7.396578311920166,7.39657735824585
11,-0.4790901243686676,-0.6192564964294434,-0.009534901939332485,36.7158477,3.1844841,25.21,7.73,-5.43,0.0,91,324,9.452744483947754,9.452743530273438
12,-0.47003626823425293,-0.6217579245567322,-0.01731756702065468,36.7159538,3.1843906,25.23,7.78,-5.54,0.0,91,324,9.558685302734375,9.558685302734375
13,-0.20800262689590454,-0.6242192983627319,0.024297557771205902,36.7160526,3.1843029,25.27,6.45,-4.61,0.01,91,324,7.929074764251709,7.929060935974121
14,0.06190180405974388,-0.854742169380188,-0.19841614365577698,36.7161281,3.1842306,25.29,2.57,-2.97,-0.09,90,311,3.941570281982422,3.9404237270355225
15,-0.30942103266716003,-2.072221040725708,-0.11607496440410614,36.7161334,3.1841794,25.87,-1.74,-3.64,-0.66,90,241,4.093535423278809,4.039254188537598
16,-0.5108973979949951,-2.1745336055755615,0.01919317990541458,36.7160803,3.1840823,27.71,-4.52,-6.48,-1.34,89,235,8.024750709533691,7.911585330963135
17,-0.46252304315567017,-2.16430926322937,0.03896410018205643,36.7160109,3.1839579,30.01,-5.42,-7.9,-1.6,89,236,9.716819763183594,9.583369255065918
18,-0.4647946357727051,-2.1658318042755127,-0.0248878113925457,36.7159233,3.1837981,32.89,-5.52,-8.12,-1.57,88,235,9.955938339233398,9.831111907958984
19,-0.4966389536857605,-2.164402723312378,0.019642341881990433,36.7158484,3.1836594,35.36,-5.54,-8.25,-1.57,88,235,10.072039604187012,9.9479341506958
20,-0.4377717673778534,-2.1647531986236572,0.03355386108160019,36.7157733,3.1835197,37.83,-5.55,-8.28,-1.59,88,235,10.102014541625977,9.974686622619629
21,-0.46847912669181824,-2.1634888648986816,-0.02844724990427494,36.715686,3.1833569,40.73,-5.49,-8.26,-1.6,87,236,10.053874015808105,9.925479888916016
22,-0.4912113547325134,-2.1627180576324463,0.01965300180017948,36.7156114,3.1832176,43.23,-5.51,-8.28,-1.6,87,236,10.076273918151855,9.947562217712402
23,-0.426345556974411,-2.164616584777832,-0.007662270218133926,36.7155241,3.1830547,46.13,-5.53,-8.3,-1.61,86,235,10.109067916870117,9.978575706481934
24,-0.4742949306964874,-2.165205478668213,-0.022021926939487457,36.7154492,3.1829148,48.63,-5.51,-8.31,-1.62,86,235,10.105217933654785,9.973946571350098
25,-0.44329559803009033,-2.1656315326690674,0.03626297414302826,36.7153621,3.1827517,51.56,-5.51,-8.3,-1.62,85,235,10.10361385345459,9.971774101257324
26,-0.4243946373462677,-2.1633310317993164,0.0022532434668391943,36.7152874,3.1826117,54.06,-5.51,-8.3,-1.62,85,236,10.099105834960938,9.967716217041016
27,-0.48737239837646484,-2.1642191410064697,0.019259534776210785,36.7152002,3.1824484,56.97,-5.51,-8.28,-1.63,84,236,10.090292930603027,9.957903861999512
28,-0.4395182430744171,-2.165102958679199,0.03890221565961838,36.7151255,3.1823091,59.48,-5.51,-8.27,-1.63,84,235,10.077743530273438,9.94405460357666
29,-0.30741986632347107,-2.1683595180511475,-0.019989825785160065,36.7150521,3.1821724,61.94,-5.17,-7.68,-1.51,83,235,9.383277893066406,9.259833335876465
