timestamp,pitch,yaw,roll,lat,lon,alt,velocity_x,velocity_y,velocity_z,battery,heading,airspeed,groundspeed
0,-0.022228850051760674,0.024408657103776932,0.008207596838474274,36.7156066,3.18463,17.61,-0.01,0.03,-0.01,96,1,0.03749564290046692,0.03517834097146988
1,-0.03377462178468704,0.020665349438786507,0.08716415613889694,36.7156077,3.184632,17.67,0.29,0.47,-0.01,95,1,0.5595256090164185,0.559218168258667
2,-0.19170494377613068,1.4018476009368896,-0.07142899185419083,36.7156235,3.18466,17.62,1.74,2.57,-0.02,95,80,3.11421275138855,3.114126682281494
3,-0.20204496383666992,0.9181877374649048,-0.005906105041503906,36.7156522,3.1847128,17.66,2.38,3.5,-0.02,95,52,4.24102783203125,4.24092960357666
4,0.06631890684366226,0.9543008208274841,-0.026671215891838074,36.7156898,3.1847792,17.67,2.06,2.89,0.0,94,54,3.555657148361206,3.5556440353393555
5,0.3414798974990845,0.8294839262962341,-0.0195815060287714,36.7157035,3.1848018,17.66,-0.45,-0.71,0.01,94,47,0.8464860916137695,0.8464113473892212
6,-0.027639290317893028,-0.818546712398529,-0.2167913317680359,36.7156835,3.1847651,17.7,-2.14,-3.11,-0.03,93,313,3.7829127311706543,3.7827813625335693
7,-0.06791740655899048,-2.418962240219116,0.061934370547533035,36.7156483,3.1847008,17.69,-2.17,-3.27,0.01,93,221,3.93087100982666,3.930849075317383
8,-0.06910423189401627,-1.6358351707458496,0.21712049841880798,36.7156298,3.1846471,17.67,-0.2,-2.94,0.01,93,266,2.9469850063323975,2.9469597339630127
9,-0.3994698226451874,-0.6563249826431274,0.04487987607717514,36.7156614,3.1845903,17.67,4.15,-3.17,0.0,92,322,5.227735996246338,5.2277350425720215
10,-0.5302863717079163,-0.6256420016288757,0.03699785843491554,36.7157368,3.1845239,17.67,6.77,-4.67,0.0,92,324,8.22999095916748,8.229986190795898
11,-0.4741375148296356,-0.61618971824646,0.014599021524190903,36.7158371,3.1844374,17.69,7.85,-5.45,0.0,91,324,9.559757232666016,9.559754371643066
12,-0.41855213046073914,-0.6182894110679626,-0.012624463997781277,36.7159608,3.1843292,17.71,7.62,-5.37,-0.02,91,324,9.32412052154541,9.32409381866455
13,-0.07977581024169922,-0.6224265694618225,0.017448943108320236,36.7160531,3.1842478,17.74,5.65,-4.03,0.03,91,324,6.9493489265441895,6.9492597579956055
14,-0.015844566747546196,-1.169429063796997,-0.2658308744430542,36.7161106,3.1841834,17.86,1.15,-2.87,-0.25,90,293,3.1058435440063477,3.0951597690582275
15,-0.3495119512081146,-2.129879951477051,-0.08001549541950226,36.7160983,3.1841264,18.72,-2.77,-4.27,-0.87,90,237,5.171207904815674,5.096362590789795
16,-0.5091299414634705,-2.1584420204162598,0.015156990848481655,36.7160343,3.1840138,20.87,-4.94,-7.08,-1.47,89,236,8.762408256530762,8.63806438446045
